"Depth","SST_mean.coldest.month","SST_mean.hottest.month","NOX.B_mean","NO3_B_mean","NO2.B_mean","NH4.B_mean","TN.B_mean","DIN.B_mean","TP.B_mean","SRP.B_mean","APA.B_mean","TOC.B_mean","SiO2.B_mean","TURB.B_mean","SAL.B_mean","TEMP.B_mean","DO.B_mean","Kd_mean","TN.TP_mean","N.P_mean","DIN.TP_mean","Si.DIN_mean","Io_mean","DSIGT_mean","NOX.B_monthly_range","NO2.B_monthly_range","NH4.B_monthly_range","TN.B_monthly_range","TP.B_monthly_range","SRP.B_monthly_range","APA.B_monthly_range","TOC.B_monthly_range","TURB.B_monthly_range","SAL.B_yearly_range","TEMP.B_monthly_range","DO.B_monthly_range","Kd_monthly_range","TN.TP_monthly_range","N.P_monthly_range","DIN.TP_monthly_range","Io_monthly_range","NOX.B_yearly_range","NO3_B_yearly_range","NO2.B_yearly_range","NH4.B_yearly_range","TN.B_yearly_range","DIN.B_yearly_range","TON.B_yearly_range","TP.B_yearly_range","SRP.B_yearly_range","TOC.B_yearly_range","SiO2.B_yearly_range","TURB.B_yearly_range","TEMP.B_yearly_range","DO.B_yearly_range","TN.TP_yearly_range","N.P_yearly_range","DIN.TP_yearly_range","Si.DIN_yearly_range","Chla_mean","Chla_annualRange","lon.trend"
4.572,22.0739708780064,30.4243187855787,0.217584909418449,0.187989993255644,0.0447330769575771,0.295090990411415,10.7840787411399,0.513719594036112,0.220395468549783,0.0318067856340107,0.0588768959643372,135.637094493736,0.96144264883482,1.44653728453902,36.1947848956073,25.8671602447492,6.20414425873374,0.20892917462421,63.3096822651637,36.8439400546365,3.12116176942566,2.94977797786637,22.8916550934128,0.353731684206778,0.531973119513016,0.0789905544888722,0.628295857608051,13.5401485424318,0.240071468415782,0.0624194941131694,0.0613753216372907,143.775119577587,2.69145105295846,0.786387917660546,3.86862645794401,1.69490543312883,0.407339969021973,106.781005817614,127.432229064907,6.09044108368144,34.9898055552087,0.385189183081299,0.314637671565205,0.0614703746554248,0.377669994152793,7.39110319381924,0.718637310120494,9.80924650820025,0.16449606780236,0.0408979531494095,75.7722432959844,1.98945366352066,2.19498552864142,7.29788829755921,1.08538280726524,67.9455866683835,79.2826668586771,4.89345062280236,5.72983716729334,0.993371974490138,4.61346732079983,-1.49139311259407
9.144,23.2638469284265,30.3265370018975,0.218362127904358,0.184938568412597,0.0433139701660421,0.312495626784648,9.02393196567096,0.541808098868189,0.195803348973495,0.0314355249760124,0.0462464101548674,138.801430472178,0.622270073879019,0.627448490841584,36.2300870818645,26.4782600008727,6.1549142933824,0.17456997773791,60.3410195256371,35.4923437589488,3.61234141454799,1.22703319381713,23.2032929320705,0.316473824062504,0.51600608729081,0.0738534157165915,0.608013624896163,12.9035602175893,0.272861984165487,0.061889645409315,0.0613753216372907,264.304206070893,2.5701590915751,0.731070637563604,3.36741030214333,1.37052595509935,0.334519178136933,108.983212454736,128.152512060835,7.90514826741084,38.8414897173746,0.31837106699508,0.261236342627432,0.0515802270371449,0.387663816736217,8.09633709611776,0.718622829530751,9.80952076111906,0.164776181472905,0.0381509429171405,112.548178980789,1.91146912485131,1.24949784292765,5.58016630412825,0.968714488578565,64.4370231839035,78.6475594355329,4.99303003260064,4.63024279868639,0.307741149482043,1.51472386717796,-1.34254703732131
9.144,23.2884010431759,30.4304326375712,0.219252576400383,0.19961958215964,0.0455325244065292,0.322716587678325,10.5946222916587,0.602369355185947,0.183790179439517,0.0364127962884443,0.0662331088936355,147.30223289518,0.825511159664736,0.967671788072525,36.2249684918148,26.5214329571624,6.17912276180032,0.195612055561486,67.7237736192395,50.2443582374591,3.6378705962691,1.58634705881117,22.4873532386252,0.264434540617002,0.777230772502844,0.0786584499140907,0.628581439564582,15.6004459241531,0.174218404596727,0.0831145901881167,0.0613752611330482,274.272076306804,2.89250579456285,0.771691778271795,3.46830984294144,1.42256343302069,0.426559582018829,126.024482983058,224.955324535197,7.03406557406351,43.0242443966974,0.436836210029027,0.386601289737524,0.0557112009854113,0.429412077507385,9.50317075460285,0.718637120114516,9.80924189726175,0.103794384852675,0.0408977448243804,122.728757017412,1.50122176435011,1.63026633430609,6.26618268766968,1.01937825854611,75.5294013327837,79.2375056962881,5.1962609120215,3.1761688772598,0.926423109486883,3.12552512437105,-1.10119960978332
9.144,23.2884010431759,30.4304326375712,0.219252576400383,0.19961958215964,0.0455325244065292,0.322716587678325,10.5946222916587,0.602369355185947,0.183790179439517,0.0364127962884443,0.0662331088936355,147.30223289518,0.825511159664736,0.967671788072525,36.2249684918148,26.5214329571624,6.17912276180032,0.195612055561486,67.7237736192395,50.2443582374591,3.6378705962691,1.58634705881117,22.4873532386252,0.264434540617002,0.777230772502844,0.0786584499140907,0.628581439564582,15.6004459241531,0.174218404596727,0.0831145901881167,0.0613752611330482,274.272076306804,2.89250579456285,0.771691778271795,3.46830984294144,1.42256343302069,0.426559582018829,126.024482983058,224.955324535197,7.03406557406351,43.0242443966974,0.436836210029027,0.386601289737524,0.0557112009854113,0.429412077507385,9.50317075460285,0.718637120114516,9.80924189726175,0.103794384852675,0.0408977448243804,122.728757017412,1.50122176435011,1.63026633430609,6.26618268766968,1.01937825854611,75.5294013327837,79.2375056962881,5.1962609120215,3.1761688772598,0.926423109486883,3.12552512437105,-1.10119960978332
3.6576,23.1736122862938,30.5222068311195,0.219519399585957,0.19460428790347,0.046019663596937,0.388880612889982,10.9801427403495,0.67262320182607,0.199917876324242,0.0311972842739053,0.0593736426885182,149.213910510114,1.06970245443192,1.85025686434777,36.2421196999156,26.4138415565827,6.1531595234898,0.233448478068951,69.4337109416786,38.406069748391,3.82933678397312,2.64931610583943,17.1149605127691,0.234094025455035,0.550979084234987,0.0774277840973144,0.65295664082566,17.0546340357628,0.224229573704821,0.061577874242078,0.0610770927224226,185.339134088606,3.12734113419633,0.910473356198101,3.68977392956429,1.54995938390676,0.4764972161408,131.976444246104,137.052459089496,8.21646977818375,44.4481721543071,0.387205005111273,0.314962681381513,0.0583918378585658,0.475922668194934,10.6008665026116,0.714789994216505,9.70815647493302,0.160388404969455,0.0381762231068611,90.5627992763001,1.89174526856604,2.43364595631679,7.28685144014798,1.10239817410763,77.1969779803826,79.2462110572735,6.18870305472018,-1.41172381764441,1.2065264301258,3.29909353330731,-1.0031429305488
3.6576,23.1736122862938,30.5222068311195,0.219519399585957,0.19460428790347,0.046019663596937,0.388880612889982,10.9801427403495,0.67262320182607,0.199917876324242,0.0311972842739053,0.0593736426885182,149.213910510114,1.06970245443192,1.85025686434777,36.2421196999156,26.4138415565827,6.1531595234898,0.233448478068951,69.4337109416786,38.406069748391,3.82933678397312,2.64931610583943,17.1149605127691,0.234094025455035,0.550979084234987,0.0774277840973144,0.65295664082566,17.0546340357628,0.224229573704821,0.061577874242078,0.0610770927224226,185.339134088606,3.12734113419633,0.910473356198101,3.68977392956429,1.54995938390676,0.4764972161408,131.976444246104,137.052459089496,8.21646977818375,44.4481721543071,0.387205005111273,0.314962681381513,0.0583918378585658,0.475922668194934,10.6008665026116,0.714789994216505,9.70815647493302,0.160388404969455,0.0381762231068611,90.5627992763001,1.89174526856604,2.43364595631679,7.28685144014798,1.10239817410763,77.1969779803826,79.2462110572735,6.18870305472018,-1.41172381764441,1.2065264301258,3.29909353330731,-1.0031429305488
3.6576,23.1736122862938,30.5222068311195,0.219519399585957,0.19460428790347,0.046019663596937,0.388880612889982,10.9801427403495,0.67262320182607,0.199917876324242,0.0311972842739053,0.0593736426885182,149.213910510114,1.06970245443192,1.85025686434777,36.2421196999156,26.4138415565827,6.1531595234898,0.233448478068951,69.4337109416786,38.406069748391,3.82933678397312,2.64931610583943,17.1149605127691,0.234094025455035,0.550979084234987,0.0774277840973144,0.65295664082566,17.0546340357628,0.224229573704821,0.061577874242078,0.0610770927224226,185.339134088606,3.12734113419633,0.910473356198101,3.68977392956429,1.54995938390676,0.4764972161408,131.976444246104,137.052459089496,8.21646977818375,44.4481721543071,0.387205005111273,0.314962681381513,0.0583918378585658,0.475922668194934,10.6008665026116,0.714789994216505,9.70815647493302,0.160388404969455,0.0381762231068611,90.5627992763001,1.89174526856604,2.43364595631679,7.28685144014798,1.10239817410763,77.1969779803826,79.2462110572735,6.18870305472018,-1.41172381764441,1.2065264301258,3.29909353330731,-1.0031429305488
3.6576,23.1736122862938,30.5222068311195,0.219519399585957,0.19460428790347,0.046019663596937,0.388880612889982,10.9801427403495,0.67262320182607,0.199917876324242,0.0311972842739053,0.0593736426885182,149.213910510114,1.06970245443192,1.85025686434777,36.2421196999156,26.4138415565827,6.1531595234898,0.233448478068951,69.4337109416786,38.406069748391,3.82933678397312,2.64931610583943,17.1149605127691,0.234094025455035,0.550979084234987,0.0774277840973144,0.65295664082566,17.0546340357628,0.224229573704821,0.061577874242078,0.0610770927224226,185.339134088606,3.12734113419633,0.910473356198101,3.68977392956429,1.54995938390676,0.4764972161408,131.976444246104,137.052459089496,8.21646977818375,44.4481721543071,0.387205005111273,0.314962681381513,0.0583918378585658,0.475922668194934,10.6008665026116,0.714789994216505,9.70815647493302,0.160388404969455,0.0381762231068611,90.5627992763001,1.89174526856604,2.43364595631679,7.28685144014798,1.10239817410763,77.1969779803826,79.2462110572735,6.18870305472018,-1.41172381764441,1.2065264301258,3.29909353330731,-1.0031429305488
3.048,22.8621178643871,30.6716944971537,0.219866663982612,0.208642994809503,0.0496953274533069,0.377377871162378,12.6872474333257,0.943672089110308,0.206268203002598,0.0288039689704354,0.0604270765790378,150.206767697901,1.4872604790689,1.07624271639497,36.4056711411977,26.8166922875148,6.09040970689499,0.316937855691394,75.2102233352931,50.3672360119705,4.86117498077019,2.71719596511382,30.2357723726009,0.165945089700597,0.519655126248401,0.0816599894765119,0.641897811461876,17.2717246246602,0.217441816739776,0.0594395173460215,0.0510168408208181,125.259722469793,2.67768844602424,1.49134849497497,3.79677748891757,1.81595097935642,0.605577086419473,137.572236776615,130.748477759405,9.14727726293027,47.2275222820226,0.414016216932732,0.335608155605974,0.0653450484892374,0.513436278019993,11.2699917640975,0.746762382226593,9.75069836386368,0.160270750541411,0.0395142813752649,77.0844026287354,1.68163091470408,1.43954218773225,8.11147516547379,1.5015112985783,81.4643397154985,81.2008522131189,6.59087085438627,0.954478263227164,1.55893648756067,3.78474396467209,-0.864297978010016
9.144,23.3642470298464,30.4347609108159,0.21997458725229,0.203409320818238,0.0465441969847882,0.305939074157587,11.1782240409237,0.656637091713059,0.197189668532113,0.0290649213637928,0.0546438533672818,141.94084482322,0.934044143252393,0.8149830620941,36.1856060992143,26.6967071289762,6.06293884446998,0.188909087524863,69.9397932842584,53.8835390027157,3.69870292788502,2.42471825982092,29.0430281856974,0.194868288016343,0.608990283065271,0.0721162191979732,0.514564195846252,19.9503792780068,0.218817749738052,0.0608127702113704,0.0492233232303367,154.363108750178,2.58355452628896,0.807492529321328,3.38798262155559,1.63415733816241,0.46855669150088,157.478957258253,155.914085256907,9.06515896091905,47.9167882743859,0.379534722858197,0.306025352528471,0.0504637626227514,0.43851114284128,11.0115792606424,0.718035840837785,9.75503419246842,0.136867862437916,0.0340066463142574,73.2653911735626,1.57623651043017,1.16835619629086,6.21512991948379,1.04580254586127,83.3862412961119,77.8194112883722,5.50946575414279,11.8418856216273,0.555452416403384,3.01598454266787,-0.844857024746357
